Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4950.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2217.0 | Tempo Decorrido: 0.27s
Geração 0200 | Melhor Custo: 2174.0 | Tempo Decorrido: 0.57s
Geração 0300 | Melhor Custo: 2174.0 | Tempo Decorrido: 0.82s
Geração 0400 | Melhor Custo: 2174.0 | Tempo Decorrido: 1.12s
Geração 0500 | Melhor Custo: 2174.0 | Tempo Decorrido: 1.39s
Geração 0600 | Melhor Custo: 2174.0 | Tempo Decorrido: 1.68s
Geração 0700 | Melhor Custo: 2174.0 | Tempo Decorrido: 1.98s
Geração 0800 | Melhor Custo: 2174.0 | Tempo Decorrido: 2.27s
Geração 0900 | Melhor Custo: 2174.0 | Tempo Decorrido: 2.49s
Geração 1000 | Melhor Custo: 2174.0 | Tempo Decorrido: 2.71s
Geração 1100 | Melhor Custo: 2174.0 | Tempo Decorrido: 2.95s
Geração 1200 | Melhor Custo: 2174.0 | Tempo Decorrido: 3.19s
Geração 1300 | Melhor Custo: 2174.0 | Tempo Decorrido: 3.41s
Geração 1400 | Melhor Custo: 2174.0 | Tempo Decorrido: 3.70s
