Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4917.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2103.0 | Tempo Decorrido: 0.26s
Geração 0200 | Melhor Custo: 2100.0 | Tempo Decorrido: 0.52s
Geração 0300 | Melhor Custo: 2100.0 | Tempo Decorrido: 0.76s
Geração 0400 | Melhor Custo: 2100.0 | Tempo Decorrido: 1.05s
Geração 0500 | Melhor Custo: 2100.0 | Tempo Decorrido: 1.28s
Geração 0600 | Melhor Custo: 2100.0 | Tempo Decorrido: 1.57s
Geração 0700 | Melhor Custo: 2100.0 | Tempo Decorrido: 1.82s
Geração 0800 | Melhor Custo: 2100.0 | Tempo Decorrido: 2.10s
Geração 0900 | Melhor Custo: 2100.0 | Tempo Decorrido: 2.37s
Geração 1000 | Melhor Custo: 2100.0 | Tempo Decorrido: 2.65s
Geração 1100 | Melhor Custo: 2100.0 | Tempo Decorrido: 2.93s
Geração 1200 | Melhor Custo: 2100.0 | Tempo Decorrido: 3.16s
Geração 1300 | Melhor Custo: 2100.0 | Tempo Decorrido: 3.47s
Geração 1400 | Melhor Custo: 2100.0 | Tempo Decorrido: 3.71s
