Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 5101.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2068.0 | Tempo Decorrido: 0.28s
Geração 0200 | Melhor Custo: 2068.0 | Tempo Decorrido: 0.57s
Geração 0300 | Melhor Custo: 2068.0 | Tempo Decorrido: 0.83s
Geração 0400 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.07s
Geração 0500 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.31s
Geração 0600 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.60s
Geração 0700 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.92s
Geração 0800 | Melhor Custo: 2068.0 | Tempo Decorrido: 2.20s
Geração 0900 | Melhor Custo: 2068.0 | Tempo Decorrido: 2.48s
Geração 1000 | Melhor Custo: 2068.0 | Tempo Decorrido: 2.74s
Geração 1100 | Melhor Custo: 2068.0 | Tempo Decorrido: 3.02s
Geração 1200 | Melhor Custo: 2068.0 | Tempo Decorrido: 3.30s
Geração 1300 | Melhor Custo: 2068.0 | Tempo Decorrido: 3.60s
Geração 1400 | Melhor Custo: 2068.0 | Tempo Decorrido: 3.83s
