Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4649.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2506.0 | Tempo Decorrido: 0.30s
Geração 0200 | Melhor Custo: 2207.0 | Tempo Decorrido: 0.63s
Geração 0300 | Melhor Custo: 2205.0 | Tempo Decorrido: 0.93s
Geração 0400 | Melhor Custo: 2205.0 | Tempo Decorrido: 1.21s
Geração 0500 | Melhor Custo: 2075.0 | Tempo Decorrido: 1.47s
Geração 0600 | Melhor Custo: 2054.0 | Tempo Decorrido: 1.75s
Geração 0700 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.04s
Geração 0800 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.32s
Geração 0900 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.60s
Geração 1000 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.83s
Geração 1100 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.11s
Geração 1200 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.38s
Geração 1300 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.67s
Geração 1400 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.96s
