Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4782.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2335.0 | Tempo Decorrido: 0.29s
Geração 0200 | Melhor Custo: 2030.0 | Tempo Decorrido: 0.59s
Geração 0300 | Melhor Custo: 2028.0 | Tempo Decorrido: 0.83s
Geração 0400 | Melhor Custo: 2026.0 | Tempo Decorrido: 1.11s
Geração 0500 | Melhor Custo: 2026.0 | Tempo Decorrido: 1.35s
Geração 0600 | Melhor Custo: 2026.0 | Tempo Decorrido: 1.58s
Geração 0700 | Melhor Custo: 2026.0 | Tempo Decorrido: 1.79s
Geração 0800 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.02s
Geração 0900 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.30s
Geração 1000 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.53s
Geração 1100 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.77s
Geração 1200 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.02s
Geração 1300 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.27s
Geração 1400 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.53s
