Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4960.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2206.0 | Tempo Decorrido: 0.28s
Geração 0200 | Melhor Custo: 2020.0 | Tempo Decorrido: 0.58s
Geração 0300 | Melhor Custo: 2020.0 | Tempo Decorrido: 0.82s
Geração 0400 | Melhor Custo: 2020.0 | Tempo Decorrido: 1.06s
Geração 0500 | Melhor Custo: 2020.0 | Tempo Decorrido: 1.34s
Geração 0600 | Melhor Custo: 2020.0 | Tempo Decorrido: 1.63s
Geração 0700 | Melhor Custo: 2020.0 | Tempo Decorrido: 1.89s
Geração 0800 | Melhor Custo: 2020.0 | Tempo Decorrido: 2.14s
Geração 0900 | Melhor Custo: 2020.0 | Tempo Decorrido: 2.41s
Geração 1000 | Melhor Custo: 2020.0 | Tempo Decorrido: 2.61s
Geração 1100 | Melhor Custo: 2020.0 | Tempo Decorrido: 2.82s
Geração 1200 | Melhor Custo: 2020.0 | Tempo Decorrido: 3.08s
Geração 1300 | Melhor Custo: 2020.0 | Tempo Decorrido: 3.40s
Geração 1400 | Melhor Custo: 2020.0 | Tempo Decorrido: 3.65s
