Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4724.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2342.0 | Tempo Decorrido: 0.31s
Geração 0200 | Melhor Custo: 2213.0 | Tempo Decorrido: 0.57s
Geração 0300 | Melhor Custo: 2113.0 | Tempo Decorrido: 0.84s
Geração 0400 | Melhor Custo: 2078.0 | Tempo Decorrido: 1.11s
Geração 0500 | Melhor Custo: 2028.0 | Tempo Decorrido: 1.38s
Geração 0600 | Melhor Custo: 2026.0 | Tempo Decorrido: 1.67s
Geração 0700 | Melhor Custo: 2026.0 | Tempo Decorrido: 1.94s
Geração 0800 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.18s
Geração 0900 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.41s
Geração 1000 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.71s
Geração 1100 | Melhor Custo: 2026.0 | Tempo Decorrido: 2.99s
Geração 1200 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.27s
Geração 1300 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.50s
Geração 1400 | Melhor Custo: 2026.0 | Tempo Decorrido: 3.77s
