Ciclo 0000 | Temp: 10000.00 | Melhor Custo: 5030.0 | Tempo Decorrido: 0.0005s
Ciclo 0535 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3083s
Ciclo 0536 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3088s
Ciclo 0537 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3094s
Ciclo 0538 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3099s
Ciclo 0539 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3105s
Ciclo 0540 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3110s
Ciclo 0541 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3115s
Ciclo 0542 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3121s
Ciclo 0543 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3126s
Ciclo 0544 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3131s
Ciclo 0545 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3137s
Ciclo 0546 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3142s
Ciclo 0547 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3147s
Ciclo 0548 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3153s
Ciclo 0549 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3158s
Ciclo 0550 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3163s
Ciclo 0551 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3169s
Ciclo 0552 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3174s
Ciclo 0553 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3180s
Ciclo 0554 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3186s
Ciclo 0555 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3192s
Ciclo 0556 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3198s
Ciclo 0557 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3204s
Ciclo 0558 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3209s
Ciclo 0559 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3216s
Ciclo 0560 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3222s
Ciclo 0561 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3229s
Ciclo 0562 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3235s
Ciclo 0563 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3242s
Ciclo 0564 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3248s
Ciclo 0565 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3255s
Ciclo 0566 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3261s
Ciclo 0567 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3267s
Ciclo 0568 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3273s
Ciclo 0569 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3279s
Ciclo 0570 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3284s
Ciclo 0571 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3290s
Ciclo 0572 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3296s
Ciclo 0573 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3302s
Ciclo 0574 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3307s
Ciclo 0575 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3313s
Ciclo 0576 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3319s
Ciclo 0577 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3325s
Ciclo 0578 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3332s
Ciclo 0579 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3338s
Ciclo 0580 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3344s
Ciclo 0581 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3351s
Ciclo 0582 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3357s
Ciclo 0583 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3363s
Ciclo 0584 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3369s
Ciclo 0585 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3375s
Ciclo 0586 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3381s
Ciclo 0587 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3388s
Ciclo 0588 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3394s
Ciclo 0589 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3399s
Ciclo 0590 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3405s
Ciclo 0591 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3412s
Ciclo 0592 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3417s
Ciclo 0593 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3423s
Ciclo 0594 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3429s
Ciclo 0595 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3436s
Ciclo 0596 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3441s
Ciclo 0597 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3447s
Ciclo 0598 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3453s
Ciclo 0599 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3459s
Ciclo 0600 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3464s
Ciclo 0601 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3470s
Ciclo 0602 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3476s
Ciclo 0603 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3482s
Ciclo 0604 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3488s
Ciclo 0605 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3494s
Ciclo 0606 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3499s
Ciclo 0607 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3505s
Ciclo 0608 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3510s
Ciclo 0609 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3516s
Ciclo 0610 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3521s
Ciclo 0611 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3527s
Ciclo 0612 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3532s
Ciclo 0613 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3538s
Ciclo 0614 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3544s
Ciclo 0615 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3550s
Ciclo 0616 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3556s
Ciclo 0617 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3561s
Ciclo 0618 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3567s
Ciclo 0619 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3572s
Ciclo 0620 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3578s
Ciclo 0621 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3583s
Ciclo 0622 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3589s
Ciclo 0623 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3594s
Ciclo 0624 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3600s
Ciclo 0625 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3606s
Ciclo 0626 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3611s
Ciclo 0627 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3617s
Ciclo 0628 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3623s
Ciclo 0629 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3628s
Ciclo 0630 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3633s
Ciclo 0631 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3639s
Ciclo 0632 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3644s
Ciclo 0633 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3650s
Ciclo 0634 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3656s
Ciclo 0635 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3661s
Ciclo 0636 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3666s
Ciclo 0637 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3672s
Ciclo 0638 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3677s
Ciclo 0639 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3682s
Ciclo 0640 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3688s
Ciclo 0641 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3693s
Ciclo 0642 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3698s
Ciclo 0643 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3703s
Ciclo 0644 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3708s
Ciclo 0645 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3713s
Ciclo 0646 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3718s
Ciclo 0647 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3723s
Ciclo 0648 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3728s
Ciclo 0649 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3733s
Ciclo 0650 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3738s
Ciclo 0651 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3744s
Ciclo 0652 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3749s
Ciclo 0653 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3754s
Ciclo 0654 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3759s
Ciclo 0655 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3764s
Ciclo 0656 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3769s
Ciclo 0657 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3774s
Ciclo 0658 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3779s
Ciclo 0659 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3784s
Ciclo 0660 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3789s
Ciclo 0661 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3794s
Ciclo 0662 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3799s
Ciclo 0663 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3804s
Ciclo 0664 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3809s
Ciclo 0665 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3814s
Ciclo 0666 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3820s
Ciclo 0667 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3825s
Ciclo 0668 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3830s
Ciclo 0669 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3835s
Ciclo 0670 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3840s
Ciclo 0671 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3845s
Ciclo 0672 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3851s
Ciclo 0673 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3856s
Ciclo 0674 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3862s
Ciclo 0675 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3867s
Ciclo 0676 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3873s
Ciclo 0677 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3878s
Ciclo 0678 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3885s
Ciclo 0679 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3891s
Ciclo 0680 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3897s
Ciclo 0681 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3904s
Ciclo 0682 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3910s
Ciclo 0683 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3915s
Ciclo 0684 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3921s
Ciclo 0685 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3926s
Ciclo 0686 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3932s
Ciclo 0687 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3938s
Ciclo 0688 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3944s
Ciclo 0689 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3949s
Ciclo 0690 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3955s
Ciclo 0691 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3961s
Ciclo 0692 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3966s
Ciclo 0693 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3972s
Ciclo 0694 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3977s
Ciclo 0695 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3982s
Ciclo 0696 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3988s
Ciclo 0697 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3993s
Ciclo 0698 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3999s
Ciclo 0699 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4004s
Ciclo 0700 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4009s
Ciclo 0701 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4015s
Ciclo 0702 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4020s
Ciclo 0703 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4027s
Ciclo 0704 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4033s
Ciclo 0705 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4038s
Ciclo 0706 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4043s
Ciclo 0707 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4048s
Ciclo 0708 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4053s
Ciclo 0709 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4058s
Ciclo 0710 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4063s
Ciclo 0711 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4068s
Ciclo 0712 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4074s
Ciclo 0713 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4078s
Ciclo 0714 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4083s
Ciclo 0715 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4089s
Ciclo 0716 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4094s
Ciclo 0717 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4099s
Ciclo 0718 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4105s
Ciclo 0719 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4110s
Ciclo 0720 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4115s
Ciclo 0721 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4120s
Ciclo 0722 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4125s
Ciclo 0723 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4130s
Ciclo 0724 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4135s
Ciclo 0725 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4140s
Ciclo 0726 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4146s
Ciclo 0727 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4151s
Ciclo 0728 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4156s
Ciclo 0729 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4162s
Ciclo 0730 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4168s
Ciclo 0731 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4173s
Ciclo 0732 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4179s
Ciclo 0733 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4184s
Ciclo 0734 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4190s
Ciclo 0735 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4196s
Ciclo 0736 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4201s
Ciclo 0737 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4207s
Ciclo 0738 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4212s
Ciclo 0739 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4218s
Ciclo 0740 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4224s
Ciclo 0741 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4230s
Ciclo 0742 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4236s
Ciclo 0743 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4241s
Ciclo 0744 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4248s
Ciclo 0745 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4254s
Ciclo 0746 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4259s
Ciclo 0747 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4265s
Ciclo 0748 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4271s
Ciclo 0749 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4277s
Ciclo 0750 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4283s
Ciclo 0751 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4288s
Ciclo 0752 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4294s
Ciclo 0753 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4299s
Ciclo 0754 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4305s
Ciclo 0755 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4310s
Ciclo 0756 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4316s
Ciclo 0757 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4321s
Ciclo 0758 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4326s
Ciclo 0759 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4332s
Ciclo 0760 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4337s
Ciclo 0761 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4343s
Ciclo 0762 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4348s
Ciclo 0763 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4354s
Ciclo 0764 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4359s
Ciclo 0765 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4365s
Ciclo 0766 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4371s
Ciclo 0767 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4376s
Ciclo 0768 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4382s
Ciclo 0769 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4388s
Ciclo 0770 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4393s
Ciclo 0771 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4399s
Ciclo 0772 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4404s
Ciclo 0773 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4410s
Ciclo 0774 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4416s
Ciclo 0775 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4421s
Ciclo 0776 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4427s
Ciclo 0777 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4433s
Ciclo 0778 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4439s
Ciclo 0779 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4445s
Ciclo 0780 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4451s
Ciclo 0781 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4457s
Ciclo 0782 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4463s
Ciclo 0783 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4468s
Ciclo 0784 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4474s
Ciclo 0785 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4480s
Ciclo 0786 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4486s
Ciclo 0787 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4492s
Ciclo 0788 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4499s
Ciclo 0789 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4505s
Ciclo 0790 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4512s
Ciclo 0791 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4518s
Ciclo 0792 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4524s
Ciclo 0793 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4530s
Ciclo 0794 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4536s
Ciclo 0795 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4542s
Ciclo 0796 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4547s
Ciclo 0797 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4553s
Ciclo 0798 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4558s
Ciclo 0799 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4564s
Ciclo 0800 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4569s
Ciclo 0801 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4575s
Ciclo 0802 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.4581s
