Ciclo 0000 | Temp: 10000.00 | Melhor Custo: 5710.0 | Tempo Decorrido: 0.00s
Ciclo 0100 | Temp: 6057.70 | Melhor Custo: 4424.0 | Tempo Decorrido: 0.05s
Ciclo 0200 | Temp: 3669.58 | Melhor Custo: 4424.0 | Tempo Decorrido: 0.09s
Ciclo 0300 | Temp: 2222.92 | Melhor Custo: 4411.0 | Tempo Decorrido: 0.14s
Ciclo 0400 | Temp: 1346.58 | Melhor Custo: 4411.0 | Tempo Decorrido: 0.19s
Ciclo 0500 | Temp:  815.72 | Melhor Custo: 4186.0 | Tempo Decorrido: 0.23s
Ciclo 0600 | Temp:  494.14 | Melhor Custo: 3739.0 | Tempo Decorrido: 0.28s
Ciclo 0700 | Temp:  299.33 | Melhor Custo: 3739.0 | Tempo Decorrido: 0.33s
Ciclo 0800 | Temp:  181.33 | Melhor Custo: 3440.0 | Tempo Decorrido: 0.37s
Ciclo 0900 | Temp:  109.84 | Melhor Custo: 3042.0 | Tempo Decorrido: 0.42s
Ciclo 1000 | Temp:   66.54 | Melhor Custo: 2804.0 | Tempo Decorrido: 0.47s
Ciclo 1100 | Temp:   40.31 | Melhor Custo: 2395.0 | Tempo Decorrido: 0.51s
Ciclo 1200 | Temp:   24.42 | Melhor Custo: 2111.0 | Tempo Decorrido: 0.56s
Ciclo 1300 | Temp:   14.79 | Melhor Custo: 2020.0 | Tempo Decorrido: 0.61s
Ciclo 1400 | Temp:    8.96 | Melhor Custo: 2020.0 | Tempo Decorrido: 0.66s
Ciclo 1500 | Temp:    5.43 | Melhor Custo: 2020.0 | Tempo Decorrido: 0.70s
Ciclo 1600 | Temp:    3.29 | Melhor Custo: 2020.0 | Tempo Decorrido: 0.75s
Ciclo 1700 | Temp:    1.99 | Melhor Custo: 2020.0 | Tempo Decorrido: 0.80s
Ciclo 1800 | Temp:    1.21 | Melhor Custo: 2020.0 | Tempo Decorrido: 0.85s
