Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4694.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2295.0 | Tempo Decorrido: 0.35s
Geração 0200 | Melhor Custo: 2066.0 | Tempo Decorrido: 0.61s
Geração 0300 | Melhor Custo: 2034.0 | Tempo Decorrido: 0.86s
Geração 0400 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.08s
Geração 0500 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.31s
Geração 0600 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.51s
Geração 0700 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.77s
Geração 0800 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.98s
Geração 0900 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.30s
Geração 1000 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.55s
Geração 1100 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.78s
Geração 1200 | Melhor Custo: 2034.0 | Tempo Decorrido: 3.05s
Geração 1300 | Melhor Custo: 2034.0 | Tempo Decorrido: 3.31s
Geração 1400 | Melhor Custo: 2034.0 | Tempo Decorrido: 3.57s
