Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4950.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2073.0 | Tempo Decorrido: 0.24s
Geração 0200 | Melhor Custo: 2068.0 | Tempo Decorrido: 0.48s
Geração 0300 | Melhor Custo: 2068.0 | Tempo Decorrido: 0.70s
Geração 0400 | Melhor Custo: 2068.0 | Tempo Decorrido: 0.95s
Geração 0500 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.16s
Geração 0600 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.41s
Geração 0700 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.69s
Geração 0800 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.98s
Geração 0900 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.26s
Geração 1000 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.52s
Geração 1100 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.72s
Geração 1200 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.96s
Geração 1300 | Melhor Custo: 2034.0 | Tempo Decorrido: 3.22s
Geração 1400 | Melhor Custo: 2034.0 | Tempo Decorrido: 3.48s
