Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4785.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2163.0 | Tempo Decorrido: 0.27s
Geração 0200 | Melhor Custo: 2100.0 | Tempo Decorrido: 0.58s
Geração 0300 | Melhor Custo: 2068.0 | Tempo Decorrido: 0.85s
Geração 0400 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.12s
Geração 0500 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.40s
Geração 0600 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.68s
Geração 0700 | Melhor Custo: 2068.0 | Tempo Decorrido: 1.96s
Geração 0800 | Melhor Custo: 2068.0 | Tempo Decorrido: 2.23s
Geração 0900 | Melhor Custo: 2068.0 | Tempo Decorrido: 2.48s
Geração 1000 | Melhor Custo: 2068.0 | Tempo Decorrido: 2.70s
Geração 1100 | Melhor Custo: 2068.0 | Tempo Decorrido: 2.97s
Geração 1200 | Melhor Custo: 2068.0 | Tempo Decorrido: 3.25s
Geração 1300 | Melhor Custo: 2068.0 | Tempo Decorrido: 3.46s
Geração 1400 | Melhor Custo: 2068.0 | Tempo Decorrido: 3.71s
