Iniciando GA (Orçamento: 225000 avaliações)...
Geração 0000 | Melhor Custo: 4877.0 | Tempo Decorrido: 0.00s
Geração 0100 | Melhor Custo: 2132.0 | Tempo Decorrido: 0.27s
Geração 0200 | Melhor Custo: 2068.0 | Tempo Decorrido: 0.52s
Geração 0300 | Melhor Custo: 2034.0 | Tempo Decorrido: 0.75s
Geração 0400 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.00s
Geração 0500 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.26s
Geração 0600 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.52s
Geração 0700 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.72s
Geração 0800 | Melhor Custo: 2034.0 | Tempo Decorrido: 1.96s
Geração 0900 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.21s
Geração 1000 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.48s
Geração 1100 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.72s
Geração 1200 | Melhor Custo: 2034.0 | Tempo Decorrido: 2.98s
Geração 1300 | Melhor Custo: 2034.0 | Tempo Decorrido: 3.20s
Geração 1400 | Melhor Custo: 2034.0 | Tempo Decorrido: 3.43s
